locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
1579,"City Environmental Monitoring Station, Xining",,36.590406,101.755737,142,118,38,8,3,9,-1,-16,0,19,0,20150318110000
1578,"Provincial Pharmaceutical Warehouse, Xining",,36.617062,101.78016,156,133,38,20,8,7,-,-,0,-,-,20150318110000
1578,"Provincial Pharmaceutical Warehouse, Xining",,36.692177,101.750961,156,133,38,20,8,7,-,-,0,-,-,20150318110000
1581,"Silu hospital, Xining",,36.581709,101.835804,149,121,34,7,4,5,-,-,0,-,-,20150318110000
1581,"Silu hospital, Xining",,36.578536,101.849061,149,121,34,7,4,5,-,-,0,-,-,20150318110000
1580,"No.5 Water Plant, Xining",,36.617062,101.78016,152,113,31,9,11,13,0,-9,0,37,1,20150318110000
1580,"No.5 Water Plant, Xining",,36.686599,101.525888,152,113,31,9,11,13,0,-9,0,37,1,20150318110000
1571,"Pingan, Haidong",,36.499762,102.110666,165,132,57,10,2,7,,,,,,20150318110000
1572,"Delingha, Haixi",,37.375783,97.373908,97,52,92,1,6,6,,,,,,20150318110000
687,"Jiancaoping, Taiyuan",,37.887889,112.528383,99,65,34,17,21,31,-,-,0,-,-,20150318110000
688,"Jianhe, Taiyuan",,37.910779,112.579258,171,137,24,11,18,25,12,1,1018,47,5,20150318110000
689,"Shanglan, Taiyuan",,38.011589,112.440679,59,56,12,10,11,18,-,-,0,-,-,20150318110000
690,"Jinyuan, Taiyuan",,37.713164,112.475552,174,108,28,15,21,40,7,-4,1018,46,4,20150318110000
691,"Xiaodian, Taiyuan",,37.782137,112.483533,57,41,46,8,32,19,14,-18,1013,10,3,20150318110000
692,"Taoyuan, Taiyuan",,37.869752,112.543332,70,51,16,17,12,10,10,-18,1014,13,4,20150318110000
693,"Wucheng, Taiyuan",,37.819998,112.576252,188,126,17,13,21,44,7,-6,1016,39,3,20150318110000
694,"Nanzhai, Taiyuan",,37.985902,112.555312,153,67,84,27,17,6,10,-18,1014,13,4,20150318110000
695,"Jinsheng, Taiyuan",,37.781205,112.494494,112,71,99,26,60,7,-,-,0,-,-,20150318110000
696,Taiyuan,,37.871115,112.555178,177,111,14,17,10,12,7,-6,1016,39,3,20150318110000
697,"Monitoring station, Changzhi",,36.194062,113.10389,153,76,45,22,27,28,,,0,,,20150318110000
698,"Auditing bureau, Changzhi",,36.212787,113.095221,156,90,79,19,38,34,,,0,,,20150318110000
699,"Qinghua station, Changzhi",,36.154328,113.116385,127,74,170,20,23,17,,,0,,,20150318110000
700,"No.8 middle school, Changzhi",,36.185451,113.099481,159,74,109,15,28,21,,,0,,,20150318110000
701,Changzhi,,36.195553,113.12292,161,113,72,10,29,24,,,0,,,20150318110000
702,"Yungang Hotel, Datong",,40.076997,113.278079,46,55,38,11,17,11,-,-,0,-,-,20150318110000
703,"college of education, Datong",,40.085608,113.27808,182,112,20,22,68,28,2,-5,1014,52,0,20150318110000
704,Datong,,40.078016,113.307143,221,191,36,18,20,24,7,-15,1017,9,2,20150318110000
705,"Technical Schools, Linfen",,36.07131,111.509046,82,24,34,13,14,19,-,-,0,-,-,20150318110000
706,"Municipal party committee, Linfen",,36.087425,111.508771,87,54,56,12,19,9,-,-,0,-,-,20150318110000
1073,"City Monitoring Station, Linfen",,36.097676,111.518739,95,40,36,13,25,18,12,-5,0,28,5,20150318110000
707,"South Airport, Linfen",,36.041614,111.497968,70,8,43,12,22,9,12,-5,0,28,5,20150318110000
708,Linfen,,36.087944,111.525098,165,69,33,17,10,21,5,3,0,86,2,20150318110000
709,"City center, Yangquan",,37.848012,113.578636,301,245,51,18,11,15,14,-15,1013,12,2,20150318110000
710,Yangquan,,37.857475,113.586921,206,177,112,45,51,21,7,-2,1018,53,5,20150318110000
711,"Water Company, Jincheng",,35.504787,112.857245,104,54,18,14,17,30,6,4,1017,85,2,20150318110000
712,"Baiyun shopping mall, Jincheng",,35.492858,112.841566,139,76,21,25,22,27,-,-,0,-,-,20150318110000
713,"City EPA, Jincheng",,35.488422,112.858528,187,98,21,23,58,28,-,-,0,-,-,20150318110000
714,"Institute of Technology, Jincheng",,35.484844,112.878073,144,116,46,13,22,38,12,5,1010,55,1,20150318110000
715,"No.1 middle school, Jincheng",,35.478725,112.838636,65,40,18,12,6,18,6,4,1017,85,2,20150318110000
716,Jincheng,,35.490287,112.85794,139,94,35,16,36,16,12,-1,1015,28,1,20150318110000
718,"District Government, Shuozhou",,39.320857,112.430641,55,83,209,11,12,3,10,-18,1013,5,3,20150318110000
719,"City EPA, Shuozhou",,39.331495,112.407997,107,65,22,14,20,10,8,-18,1014,6,3,20150318110000
720,"No.2 middle school, Shuozhou",,39.377963,112.432877,162,94,84,9,28,12,8,-3,1017,35,2,20150318110000
721,Shuozhou,,39.332756,112.439672,225,132,207,19,59,16,9,-3,1017,28,5,20150318110000
722,"Jinlun compound, Jinzhong",,37.697891,112.771017,166,105,29,12,16,11,11,-18,1014,12,2,20150318110000
723,"Hydraulic Component Factory, Jinzhong",,37.688355,112.725844,182,121,8,3,39,21,10,-18,1014,13,4,20150318110000
724,"Nandu compound, Jinzhong",,37.713148,112.732036,169,108,119,25,54,13,-,-,0,-,-,20150318110000
725,"Yuci district government, Jinzhong",,37.698228,112.714167,176,94,41,27,34,22,-,-,0,-,-,20150318110000
726,Jinzhong,,37.687705,112.759187,171,101,67,16,14,17,7,-5,1015,43,2,20150318110000
727,"Yuncheng Middle School, Yuncheng",,35.012345,111.003215,152,88,43,12,24,9,-,-,0,-,-,20150318110000
728,"Yudou BDA, Yuncheng",,35.05065,111.029571,158,78,24,18,14,7,14,8,1009,60,1,20150318110000
729,"Yuncheng college, Yuncheng",,35.038753,111.051992,168,62,38,4,13,22,-,-,0,-,-,20150318110000
730,"Regional Technical School, Yuncheng",,35.028727,110.974076,171,78,43,18,11,6,-,-,0,-,-,20150318110000
731,"Airport new district, Yuncheng",,35.084515,111.05339,163,82,20,30,42,13,14,8,1009,60,1,20150318110000
732,Yuncheng,,35.025675,111.013344,158,65,35,7,13,22,10,6,1016,74,2,20150318110000
733,"Jiyin, Xinzhou",,38.413292,112.742432,78,21,40,21,24,18,-,-,0,-,-,20150318110000
734,"BDA, Xinzhou",,38.450069,112.736723,74,40,46,17,24,32,-,-,0,-,-,20150318110000
735,"Convention Center, Xinzhou",,38.492043,112.709772,53,52,114,6,38,26,-,-,0,-,-,20150318110000
736,Xinzhou,,38.417244,112.740742,165,106,143,13,36,38,7,-4,1018,46,4,20150318110000
737,"City EPA, Luliang",,37.522189,111.144365,89,53,12,9,1,34,-,-,0,-,-,20150318110000
738,"Soybean factory, Luliang",,37.51689,111.135101,89,47,14,21,60,37,-,-,0,-,-,20150318110000
739,"Water Company, Luliang",,37.53394,111.138834,104,61,20,14,23,40,8,-5,1013,28,2,20150318110000
740,Luliang,,37.519091,111.150681,154,86,40,23,61,42,9,1,1015,44,1,20150318110000
741,"City government, Sanmenxia",,34.776251,111.198781,200,135,48,17,43,14,-,-,0,-,-,20150318110000
743,"BDA, Sanmenxia",,34.800434,111.204332,254,186,38,36,42,16,14,8,1009,60,1,20150318110000
744,Sanmenxia,,34.771506,111.206129,199,125,42,21,12,17,8,7,1017,89,1,20150318110000
745,"Food Factory, Changchun",,43.919094,125.329521,76,70,34,18,55,12,-,-,0,-,-,20150318110000
746,"Bus Factory, Changchun",,43.912337,125.293431,155,72,46,36,37,15,-4,-8,1020,74,2,20150318110000
747,"Institute of Posts and Telecommunications, Changchun",,43.842368,125.285005,85,69,32,26,46,13,-,-,0,-,-,20150318110000
748,"Laodong Park, Changchun",,43.877293,125.371519,107,58,26,22,35,11,-,-,0,-,-,20150318110000
749,"Forest area, Changchun",,43.871825,125.331519,119,61,35,35,48,11,0,-7,1018,60,3,20150318110000
750,"Jinyuetan, Changchun",,43.79031,125.460561,174,90,47,15,6,10,-1,-6,1018,69,2,20150318110000
751,"Shuaiwanzi, Changchun",,43.552321,125.639086,164,97,42,12,5,11,-1,-9,1018,55,5,20150318110000
752,"Economic Development Zone Sanitation Department, Changchun",,43.869221,125.42365,78,70,42,21,43,12,-,-,0,-,-,20150318110000
753,"High-tech Zone Administrative Committee, Changchun",,43.819064,125.256375,137,75,36,8,8,11,-1,-6,1018,69,2,20150318110000
754,"Daishan Park, Changchun",,43.852365,125.223399,104,62,47,9,3,12,-1,-6,1018,69,2,20150318110000
755,Changchun,,43.819415,125.329977,142,63,32,27,11,13,-4,-8,1020,74,2,20150318110000
756,"Hadawan, Jilin",,43.888081,126.545727,201,156,25,29,13,23,-,-,0,-,-,20150318110000
757,"Fengman, Jilin",,43.768169,126.678802,166,102,113,9,7,10,-,-,0,-,-,20150318110000
758,"Electric Power College, Jilin",,43.827403,126.502281,182,128,70,24,11,19,-,-,0,-,-,20150318110000
759,"Jiangnan Park, Jilin",,43.83531,126.556519,180,125,49,32,24,20,-,-,0,-,-,20150318110000
760,"Dongjuzi, Jilin",,43.838597,126.590068,171,121,49,37,8,14,-,-,0,-,-,20150318110000
763,Jilin,,43.840137,126.555262,160,88,91,26,19,13,-4,-11,0,56,3,20150318110000
1421,"Monitoring station, Siping",,43.177263,124.348087,151,57,39,10,26,12,-,-,0,-,-,20150318110000
1620,Siping,,43.168997,124.356603,156,109,43,33,66,11,1,-12,1022,26,1,20150318110000
1422,"Environment protection office, Liaoyuan",,42.897233,125.142211,161,66,49,8,17,14,,,,,,20150318110000
1423,"Sewage treatment plant, Liaoyuan",,42.8978,125.163072,160,77,34,6,5,8,,,,,,20150318110000
1424,"Railway, Tonghua",,41.740283,125.954274,165,71,32,22,9,14,,,,,,20150318110000
1425,"Environment protection office, Baishan",,41.944415,126.413672,147,70,44,15,11,24,,,,,,20150318110000
1426,"Jiangbei, Songyuan",,45.166125,124.859032,85,53,25,5,3,11,,,,,,20150318110000
1427,"EPA Taobei, Baicheng",,45.630797,122.850263,85,36,47,10,10,4,,,,,,20150318110000
1428,"City EPA, Baicheng",,45.619442,122.827005,87,30,42,7,17,8,,,,,,20150318110000
1621,Yanbian,,42.911983,129.478931,74,46,44,7,9,10,9,-6,1016,21,7,20150318110000
764,"Lingbei, Haerbin",,45.756979,126.548008,109,40,28,17,28,35,-1,-6,1018,69,3,20150318110000
765,"Songbei Commercial University, Haerbin",,45.818624,126.566963,78,30,29,22,24,13,-2,-7,1018,69,3,20150318110000
766,"Acheng huining, Haerbin",,45.544286,126.985183,99,39,17,6,2,13,-3,-7,1018,74,4,20150318110000
767,"Nangang College Street, Haerbin",,45.724121,126.604906,65,37,36,15,15,16,-2,-7,1018,69,3,20150318110000
768,"Taiping Hongwei Park, Haerbin",,45.775332,126.695101,117,60,30,38,29,10,-2,-7,1018,69,3,20150318110000
769,"Daowai Chengde Square, Haerbin",,45.768637,126.640955,169,156,26,48,69,19,-3,-4,1017,93,1,20150318110000
770,"Xiangfang Hongqi Street, Haerbin",,45.733936,126.691083,112,53,12,30,26,10,-2,-7,1018,69,3,20150318110000
771,"Dongli Heping Road, Haerbin",,45.727765,126.651974,119,63,25,30,27,11,-3,-7,1018,74,4,20150318110000
772,"Daoli Jianguo Road, Haerbin",,45.749715,126.59891,158,104,36,68,71,12,-3,-4,1017,93,1,20150318110000
773,"Pingfang Light Factory, Haerbin",,45.611951,126.620898,112,50,40,11,14,5,-3,-7,1018,74,4,20150318110000
774,"Hulan Normal College, Haerbin",,45.983745,126.616553,127,62,31,44,12,7,-1,-6,1018,69,3,20150318110000
775,"Provincial Academy of Agricultural Sciences, Haerbin",,45.686141,126.626517,154,62,19,44,9,12,-6,-7,1016,93,1,20150318110000
776,Haerbin,,45.805757,126.541007,122,52,29,32,22,12,-2,-7,1020,69,3,20150318110000
777,"Anju Compound, Qiqihaer",,47.365672,123.937016,61,36,43,9,37,7,0,-11,1014,30,5,20150318110000
778,"Farming Vehicule Factory, Qiqihaer",,47.326793,123.961427,50,22,41,2,4,6,2,-9,1018,31,4,20150318110000
779,"Fuqu EPA, Qiqihaer",,47.1853,123.62322,78,45,42,6,1,10,-1,-8,1017,42,4,20150318110000
780,"City Center Square, Qiqihaer",,47.343096,123.96192,76,25,28,5,11,7,-3,-7,1018,68,1,20150318110000
1217,"City Environmental Monitoring Station, Qiqihaer",,47.303639,123.957551,50,27,40,2,9,2,-1,-8,1017,42,4,20150318110000
781,Qiqihaer,,47.356387,123.924736,70,39,42,10,32,10,-1,-8,1017,42,4,20150318110000
782,"Saertu District, Daqing",,46.582368,125.152904,91,30,25,8,13,5,-2,-8,1018,51,2,20150318110000
783,"Datong District, Daqing",,46.036786,124.842115,63,20,32,6,3,9,-2,-8,1018,51,2,20150318110000
784,"Honggang District, Daqing",,46.418381,124.88973,78,34,43,7,2,7,-2,-8,1018,51,2,20150318110000
785,"Longfeng District, Daqing",,46.535426,125.107043,95,43,38,17,11,8,-2,-8,1018,51,2,20150318110000
786,"Ranghulu District, Daqing",,46.635123,124.85648,99,34,44,10,7,5,-2,-8,1018,51,2,20150318110000
787,Daqing,,46.591414,125.110838,122,32,46,21,22,6,-2,-11,1017,39,3,20150318110000
788,"Locomotive Factory, Mudanjiang",,44.610589,129.652672,151,75,36,12,19,7,-2,-7,1018,59,2,20150318110000
789,"No. 1 hospital, Mudanjiang",,44.567775,129.617043,102,48,53,10,13,13,-2,-7,1018,59,2,20150318110000
1220,"EPA building, Mudanjiang",,44.567777,129.620658,104,68,26,22,19,3,-,-,0,-,-,20150318110000
1221,"Cultural Square, Mudanjiang",,44.580141,129.618547,38,98,35,16,14,10,2,-5,1016,51,6,20150318110000
1221,"Cultural Square, Mudanjiang",,44.586388,129.623164,38,98,35,16,14,10,2,-5,1016,51,6,20150318110000
790,Mudanjiang,,44.553619,129.640246,151,64,61,12,11,13,-4,-9,1023,54,3,20150318110000
1430,"No. 1 middle school, Mudanjiang",,44.550351,129.652985,89,44,76,17,2,8,-,-,0,-,-,20150318110000
1431,"Environmental Building, Mudanjiang",,44.562943,129.617042,63,35,49,26,11,2,6,-8,1014,23,1,20150318110000
1622,Yichun,,27.812516,114.422083,117,54,25,8,12,14,25,18,1006,56,1,20150318110000
1623,"City Bank of China, Yichun",,27.798294,114.385915,114,53,13,16,20,15,-,-,0,-,-,20150318110000
1624,"City Oil Company, Yichun",,27.781106,114.400616,117,51,11,16,22,12,-,-,0,-,-,20150318110000
1625,"Bureau of Meteorology, Yichun",,27.788285,114.375607,122,53,12,20,40,13,16,14,1011,90,2,20150318110000
1626,"City Radio and TV, Yichun",,27.804103,114.406416,114,50,23,15,22,14,-,-,0,-,-,20150318110000
1441,"Central Hospital, Yichun",,47.724419,128.880613,122,58,46,4,1,5,-,-,0,-,-,20150318110000
1442,"Forest Authority, Yichun",,47.733903,128.916432,21,44,45,7,1,3,-,-,0,-,-,20150318110000
1443,"Tangwanghe National Park, Yichun",,48.468009,129.50225,154,54,37,3,4,4,15,14,1010,92,3,20150318110000
1627,Jixi,,45.297239,130.976789,34,23,28,2,9,8,5,-11,1016,17,7,20150318110000
1432,"EPA, Jixi",,45.294545,130.969425,30,35,26,7,10,8,4,-5,1015,38,6,20150318110000
1433,"Water Company, Jixi",,45.3072,130.989213,38,40,32,12,13,10,4,-5,1015,38,6,20150318110000
1434,"Liquor Factory, Jixi",,45.297085,131.017946,38,38,30,4,25,9,4,-5,1015,38,6,20150318110000
1435,"Bureau of Meteorology, Jixi",,45.299885,130.937125,38,26,28,8,13,19,4,-5,1015,38,6,20150318110000
1628,Hegang,,47.35236,130.305818,72,33,45,2,3,9,3,-6,0,47,3,20150318110000
1436,"Harbin Branch, Hegang",,47.337303,130.273701,139,61,40,12,3,8,-,-,0,-,-,20150318110000
1437,"Star Electromechanical, Hegang",,47.277679,130.268786,147,55,43,9,2,6,-1,-6,0,69,2,20150318110000
1438,"Dongshan mills, Hegang",,47.351377,130.325101,160,183,42,6,5,15,2,-5,0,56,3,20150318110000
1629,Shuangyashan,,46.648736,131.167242,74,62,38,11,19,3,,,0,,,20150318110000
1439,"Environment protection office, Shuangyashan",,46.64844,131.159725,127,56,44,13,8,6,,,0,,,20150318110000
1440,"Nursery, Shuangyashan",,46.591014,131.165301,151,72,73,7,5,6,,,0,,,20150318110000
1630,Jiamusi,,46.801999,130.326671,50,19,39,5,3,5,,,0,,,20150318110000
1444,"Power plant, Jiamusi",,46.829043,130.404054,97,37,42,5,2,5,,,0,,,20150318110000
1445,"Environment protection office, Jiamusi",,46.799733,130.333611,74,49,40,11,1,7,,,0,,,20150318110000
1446,"No11 middle school, Jiamusi",,46.805505,130.372709,89,58,38,10,12,9,,,0,,,20150318110000
1631,Heihe,,50.246769,127.53557,57,35,51,11,22,6,0,-1,1013,93,4,20150318110000
1447,"Department of Transportation, Heihe",,50.250314,127.503523,72,43,45,12,19,3,3,-4,1008,60,5,20150318110000
1448,"Seismological Bureau, Heihe",,50.255678,127.421965,95,41,47,14,22,3,3,-4,1008,60,5,20150318110000
1632,"Environment protection office, Qitaihe",,45.769926,131.010904,30,52,40,4,17,5,,,,,,20150318110000
1449,"Party and government office center, Suihua",,46.654588,126.969901,93,34,35,71,14,5,,,,,,20150318110000
791,"Mingzhu Plaza, Hefei",,31.782847,117.201512,124,43,39,17,8,9,-,-,0,-,-,20150318110000
792,"Sanli Street, Hefei",,31.874637,117.312573,162,82,34,24,4,30,13,12,1011,94,2,20150318110000
793,"Hupo Compound, Hefei",,31.868583,117.264491,158,-,34,10,11,12,-,-,0,-,-,20150318110000
794,"Dongpu Reservoir, Hefei",,31.90319,117.165584,152,-,33,10,15,11,-,-,0,-,-,20150318110000
795,"Changjiang middle road, Hefei",,31.855185,117.255484,144,-,6,8,10,12,-,-,0,-,-,20150318110000
796,"Luyang District, Hefei",,31.941771,117.271504,153,71,56,26,33,12,13,12,1011,94,2,20150318110000
797,"Yaohai District, Hefei",,31.856595,117.341644,163,89,29,3,13,28,13,12,1011,94,2,20150318110000
798,"Baohe District, Hefei",,31.793644,117.307554,38,10,164,2,8,11,10,9,1009,94,4,20150318110000
799,"Lake district, Hefei",,31.736619,117.283501,132,44,16,3,11,7,13,12,1010,94,2,20150318110000
800,"High-tech zone, Hefei",,31.849755,117.129624,151,67,23,7,17,11,13,12,1010,94,2,20150318110000
801,Hefei,,31.819449,117.232753,34,11,7,4,2,12,12,11,1009,94,3,20150318110000
802,"Hudong Road No.4 Elementary School, Maanshan",,31.684121,118.511017,154,63,21,22,12,8,-,-,0,-,-,20150318110000
803,"Tianping Garment Factory, Maanshan",,31.64197,118.488043,99,38,16,30,10,13,12,12,1006,100,3,20150318110000
804,"City education base, Maanshan",,31.711216,118.648913,151,64,24,9,4,12,-,-,0,-,-,20150318110000
805,"Cihu No.2 elementary school, Maanshan",,31.748546,118.515729,181,77,20,20,22,13,-,-,0,-,-,20150318110000
806,"Maanshan steel factory power plant, Maanshan",,31.690864,118.48528,155,58,16,12,7,5,12,12,1013,100,1,20150318110000
807,Maanshan,,31.668461,118.511939,95,55,72,29,48,14,12,12,1006,100,1,20150318110000
808,"Science Innovation Center, Wuhu",,31.417056,118.375406,169,70,25,14,2,14,12,12,1013,100,3,20150318110000
809,"No.4 Water Plant, Wuhu",,31.315914,118.376231,172,89,28,12,54,23,-,-,0,-,-,20150318110000
810,"Monitoring station, Wuhu",,31.348955,118.358154,153,78,20,1,2,4,-,-,0,-,-,20150318110000
811,"Wuqierling Factory, Wuhu",,31.382068,118.407639,63,19,30,8,3,10,12,12,1006,100,2,20150318110000
812,Wuhu,,31.351007,118.438322,76,19,31,11,9,20,12,12,1006,100,2,20150318110000
1395,"Laonian University, Chuzhou",,32.313279,118.314788,152,60,15,10,4,16,11,,982,100,3,20150318110000
1396,"Monitoring station, Chuzhou",,32.30409,118.321199,151,58,21,12,5,19,11,,982,100,3,20150318110000
1331,Chuzhou,,32.299549,118.322508,72,23,23,9,11,12,12,,982,88,3,20150318110000
574,Suzhou,,31.296701,120.589493,61,27,144,7,7,11,17,16,1004,94,3,20150318110000
1187,Fuyang,,30.046157,119.96468,219,131,25,27,6,13,17,15,1006,88,1,20150318110000
1633,Bangbu,,32.914582,117.395567,155,495,46,11,5,12,13,13,1010,97,8,20150318110000
1634,Huaibei,,33.954418,116.803662,162,77,19,20,6,24,12,11,1013,86,2,20150318110000
1635,Tongling,,30.943224,117.816609,159,82,14,9,14,7,15,15,1008,100,3,20150318110000
1636,Anqing,,30.541212,117.069213,154,65,19,12,2,42,20,18,1007,90,0,20150318110000
1637,Chizhou,,30.662439,117.497035,89,35,13,18,18,9,20,18,1007,90,0,20150318110000
1638,Xuancheng,,30.93847,118.763711,46,21,25,17,24,10,13,12,1008,94,2,20150318110000
813,"Jiangxi Foreign Affairs Office, Nanchang",,28.678027,115.903436,144,67,5,11,4,11,-,-,0,-,-,20150318110000
814,"Provincial forestry company, Nanchang",,28.69065,115.898546,144,59,6,12,5,14,15,14,1012,95,0,20150318110000
815,"Institute of Forestry, Nanchang",,28.731518,115.82478,102,41,8,10,9,14,15,14,1012,95,0,20150318110000
816,"Jingdong town government, Nanchang",,28.680659,115.972736,122,48,13,7,3,10,15,14,1012,95,0,20150318110000
817,"Contruction Industry College, Nanchang",,28.684018,115.865891,78,36,52,16,7,12,-,-,0,-,-,20150318110000
818,"Xianghu, Nanchang",,28.637831,115.9033,97,50,57,24,4,14,-,-,0,-,-,20150318110000
819,"Martial Arts School, Nanchang",,28.794538,115.752876,34,21,9,7,3,11,-,-,0,-,-,20150318110000
820,"Petrifaction Company, Nanchang",,28.608634,115.912999,159,68,11,14,6,13,-,-,0,-,-,20150318110000
821,"Provincial Station, Nanchang",,28.677155,115.941896,114,64,9,13,4,13,-,-,0,-,-,20150318110000
822,Nanchang,,28.679883,115.863022,50,14,21,9,7,12,22,19,1006,80,2,20150318110000
823,"Lushan Mountain Observatory, Jiujiang",,29.5751,115.998926,42,11,41,1,3,7,-,-,0,-,-,20150318110000
824,"Shili, Jiujiang",,29.668119,115.992381,114,61,14,17,24,9,-,-,0,-,-,20150318110000
825,"Maoshantou, Jiujiang",,29.700819,115.967192,89,60,12,18,9,11,-,-,0,-,-,20150318110000
826,"Xiyuan, Jiujiang",,29.723929,115.998206,95,60,12,16,9,13,-,-,0,-,-,20150318110000
827,"Wuqierling Factory, Jiujiang",,29.640802,116.022713,89,51,19,8,8,9,16,16,1011,100,7,20150318110000
828,"Water Scientific Research Institute, Jiujiang",,29.679179,116.068081,72,51,32,24,3,9,16,16,1006,94,10,20150318110000
829,"Zonghe Industrial Park, Jiujiang",,29.592047,115.916335,117,39,20,9,10,6,-,-,0,-,-,20150318110000
830,"Petrochemical General Plant, Jiujiang",,29.738832,116.09463,68,23,19,49,10,12,-,-,0,-,-,20150318110000
831,Jiujiang,,29.70254,116.007025,65,13,21,17,119,12,16,16,1006,94,10,20150318110000
1332,"Feiyu, Xinyu",,27.844697,115.000136,65,44,29,22,34,12,19,,1007,90,1,20150318110000
1333,"Beigang, Xinyu",,27.932491,115.103767,127,69,19,10,33,15,15,,1010,93,5,20150318110000
1334,"No.2 water factory, Xinyu",,27.839577,114.933915,167,75,15,21,22,12,15,,1010,93,5,20150318110000
1335,"Bureau of Meteorology, Xinyu",,27.81048,114.936507,191,90,13,24,42,18,16,,1011,90,5,20150318110000
1336,Xinyu,,27.814351,114.922194,124,62,18,11,52,9,20,,1008,81,5,20150318110000
1639,Jingdezhen,,29.266193,117.183737,93,52,7,6,14,5,27,20,1006,54,0,20150318110000
1640,"Wang Gang High School, Jingdezhen",,29.383812,117.315055,68,27,13,1,2,7,-,-,0,-,-,20150318110000
1641,"Veterinary Station, Jingdezhen",,29.275928,117.203586,114,54,10,3,8,8,16,15,1012,98,1,20150318110000
1642,Pingxiang,,27.619357,113.859857,97,55,18,7,14,11,17,16,1007,89,1,20150318110000
1643,"Wugongshan Stations, Pingxiang",,27.491718,114.099882,72,65,26,9,4,10,-,-,0,-,-,20150318110000
1644,"Traditional Chinese Medicine Hospital, Pingxiang",,27.639416,113.843446,170,86,10,21,15,16,15,14,1010,92,3,20150318110000
1645,"Municipal Garage, Pingxiang",,27.619705,113.850027,109,84,16,15,19,26,16,14,1012,87,3,20150318110000
1646,"Anyuan District Government, Pingxiang",,27.614373,113.870276,168,114,16,6,10,13,16,14,1012,87,3,20150318110000
1647,Yingtan,,28.257054,117.074476,63,50,30,10,9,16,20,16,0,74,2,20150318110000
1648,"Lung Fu Shan, Yingtan",,28.091597,116.967094,53,19,14,10,11,11,-,-,0,-,-,20150318110000
1649,"Gymnasium, Yingtan",,28.223163,117.027332,122,69,25,20,73,16,16,15,0,98,2,20150318110000
1650,Ganzhou,,25.828647,114.939758,76,33,23,6,2,9,25,19,1009,60,3,20150318110000
1651,"City Library , Ganzhou",,25.830113,114.936923,87,31,22,10,5,11,20,20,1012,96,1,20150318110000
1652,Fuzhoushi,,27.946083,116.363188,78,33,28,13,98,15,28,18,1006,44,6,20150318110000
1653,"City Station, Fuzhoushi",,27.985155,116.360304,93,45,4,15,6,15,15,15,1013,99,3,20150318110000
1654,Shangrao,,28.451457,117.948413,107,51,23,9,22,10,22,20,0,87,2,20150318110000
1655,"Baicaoyuan, Shangrao",,28.45366,118.010937,114,52,21,17,36,8,-,-,0,-,-,20150318110000
1656,"City Monitoring Station, Shangrao",,28.44256,117.978043,127,55,20,17,57,8,-,-,0,-,-,20150318110000
1657,"BDA Management Committe, Shangrao",,28.426849,117.908252,124,53,25,20,50,7,-,-,0,-,-,20150318110000
832,"Tobacco Factory, Zhengzhou",,34.753419,113.687131,184,90,43,22,4,15,11,10,1012,94,3,20150318110000
833,"Textile Machinery Factory, Zhengzhou",,34.773366,113.647067,181,88,30,23,15,11,11,10,1012,94,3,20150318110000
834,"Banking College, Zhengzhou",,34.800856,113.681126,179,91,30,21,5,27,11,10,1012,94,3,20150318110000
835,"Water Supply Company, Zhengzhou",,34.807188,113.571089,191,98,41,19,8,15,11,10,1012,94,3,20150318110000
836,"Economic Development Zone Management Committee, Zhengzhou",,34.717652,113.733182,212,146,37,22,5,9,11,10,1011,94,3,20150318110000
837,"No. 47 middle school, Zhengzhou",,34.772211,113.74009,184,-,35,19,7,18,-,-,0,-,-,20150318110000
838,"City Monitoring Station, Zhengzhou",,34.748404,113.60514,164,91,25,20,12,13,8,1,1014,62,6,20150318110000
839,"Henan Medical University, Zhengzhou",,34.752637,113.641658,194,107,28,22,17,19,11,10,1012,94,3,20150318110000
840,"Gangli Reservoir, Zhengzhou",,34.952652,113.64248,191,91,25,17,10,15,11,10,1012,94,3,20150318110000
841,Zhengzhou,,34.745417,113.631415,193,102,10,32,21,10,9,0,1015,54,6,20150318110000
842,"Henan University No.1 Hospital, Kaifeng",,34.799302,114.352706,190,90,43,9,6,15,9,0,1015,54,6,20150318110000
843,"Maternity And Child Hospital, Kaifeng",,34.795803,114.386103,158,71,35,13,6,17,-,-,0,-,-,20150318110000
844,"Cancer Hospital, Kaifeng",,34.775428,114.350292,170,75,39,18,10,15,11,10,1011,94,3,20150318110000
845,"Yellow River Conservancy Institute, Kaifeng",,34.826066,114.324772,343,198,3,24,39,31,8,-9,1024,29,5,20150318110000
846,"Shijixing Kindergarden, Kaifeng",,34.793606,114.302744,144,63,41,10,11,18,11,10,1011,94,3,20150318110000
847,Kaifeng,,34.796346,114.313426,190,103,42,8,5,15,8,2,1014,66,6,20150318110000
852,Jiaozuo,,35.215381,113.248188,202,146,44,31,33,14,9,5,1015,76,6,20150318110000
853,"Cotton Research Institute, Anyang",,36.081435,114.486451,165,69,24,10,7,14,-,-,0,-,-,20150318110000
854,"Hongmiao Street, Anyang",,36.086733,114.326,13,6,,,,,5,-21,1029,5,4,20150318110000
