locationid,stationname,chinesename,latitude,longitude,pm25,pm10,o3,no2,so2,co,temperature,dewpoint,pressure,humidity,wind,est_time
1,Dongcheng Dongsi,,39.9304,116.423239,80,30,37,12,6,11,7,-7,1020,37,1,20150318090000
2,"Temple of Heaven, Dongcheng",,39.887403,116.41324,113,40,61,17,5,5,5,-5,1018,49,1,20150318090000
3,West Park officials,,39.930333,116.345162,72,44,42,11,4,7,6,-6,1019,42,1,20150318090000
4,West Wanshou Nishinomiya,,39.879354,116.358183,80,32,47,30,7,6,5,-5,1018,49,1,20150318090000
5,Chaoyang Olympic Sports Center,,39.983406,116.403253,87,48,45,15,6,11,8,-7,1021,34,3,20150318090000
6,Chaoyang Agricultural Exhibition Hall,,39.938331,116.46715,87,37,47,18,7,6,5,-6,1018,45,2,20150318090000
7,Haidian Wanliu,,39.988245,116.293062,79,53,29,23,8,11,7,-7,1020,37,1,20150318090000
8,The Haidian northern New Area,,40.091313,116.180194,180,90,18,18,11,18,17,-7,1018,19,4,20150318090000
9,Haidian Beijing Botanical Garden,,40.003252,116.213097,76,33,25,11,4,5,5,-5,1018,49,1,20150318090000
10,Fengtai garden,,39.86423,116.285037,98,40,20,22,6,5,5,-5,1018,49,1,20150318090000
11,Fengtai Yungang,,39.82535,116.152237,147,73,20,26,9,6,5,-5,1018,49,1,20150318090000
12,Shijingshan city,,39.915286,116.190144,109,59,43,31,8,6,5,-5,1018,49,1,20150318090000
13,"Fangshan, Liangxiang",,39.743357,116.14225,154,79,15,23,10,6,8,-7,1018,34,2,20150318090000
14,"Huangcunzhen, Daxing",,39.719389,116.410219,83,53,21,16,6,4,5,-6,1018,45,2,20150318090000
15,BDA,,39.796197,116.51197,226,116,19,19,17,29,17,-7,1018,19,4,20150318090000
16,Tongzhou New Town,,39.887113,116.6689,140,48,15,34,11,1,6,-6,1019,42,1,20150318090000
17,Shunyi New Town ,,40.128111,116.660908,124,48,48,15,8,9,7,-7,1020,37,1,20150318090000
18,Changping Town,,40.218245,116.236084,142,64,44,24,9,8,11,-9,1017,24,2,20150318090000
19,"Mentougou, Longquan Town",,39.938397,116.112323,219,80,23,23,13,10,17,-7,1018,19,4,20150318090000
20,Pinggu town,,40.144433,117.106563,152,80,14,36,9,8,5,-5,1018,49,1,20150318090000
21,Huairou town,,40.329104,116.63387,142,69,40,23,3,9,5,-5,1018,49,1,20150318090000
22,The town of Miyun,,40.371186,116.838053,153,85,13,29,14,9,9,-7,1018,32,2,20150318090000
23,Yanqing town,,40.454217,115.978106,121,69,37,10,7,12,7,-7,1020,37,1,20150318090000
24,Changping Dingling,,40.293269,116.226108,148,74,49,16,8,7,13,-11,1016,18,3,20150318090000
25,Badaling Northwest,,40.36623,115.994146,154,93,15,14,8,5,11,-9,1017,24,2,20150318090000
26,Miyun Reservoir,,40.500157,116.91701,40,5,36,1,2,5,17,-7,1018,19,4,20150318090000
27,"Donggaocun Zhen, Pinggu",,40.10142,117.126556,158,84,24,7,8,15,17,-7,1018,19,4,20150318090000
28,"Yongledianzhen, Tongzhou",,39.713192,116.78905,102,38,5,,11,11,11,-9,1017,24,2,20150318090000
29,"Yufazhen, Daxing",,39.521203,116.306026,181,165,17,9,13,26,17,-7,1018,19,4,20150318090000
30,"Liulihezhen, Fangshan",,39.581169,116.006089,94,69,38,9,7,7,8,-7,1021,34,3,20150318090000
31,"Qianmen E St, Dongcheng",,39.900402,116.401242,85,40,25,18,7,12,8,-7,1021,34,3,20150318090000
32,Yongdingmen Inner St,,39.877401,116.400238,76,50,19,24,6,6,6,-6,1019,42,1,20150318090000
33,Xizhimen N St,,39.955352,116.355187,190,101,19,31,10,14,17,-7,1018,19,4,20150318090000
34,South Ring Road,,39.857377,116.37421,92,30,12,54,7,6,5,-6,1018,45,2,20150318090000
35,East Fourth Ring Road,,39.940273,116.489075,181,115,13,39,2,24,17,-7,1018,19,4,20150318090000
36,Beijing,,39.955906,116.474246,87,30,26,12,6,11,7,-7,1020,37,1,20150318090000
37,Putuo,,31.232979,121.415378,99,35,32,19,4,5,15,14,1014,94,3,20150318090000
38,Yangpu Sipiao,,31.263795,121.540311,93,32,37,29,3,7,15,14,1014,94,3,20150318090000
39,Shanghai Normal College Primary Division,,31.199031,121.487719,149,51,53,27,6,16,16,15,1006,94,3,20150318090000
40,Dianshan Lake,,31.091338,120.982293,117,42,37,39,6,10,17,17,1003,100,1,20150318090000
41,Hongkou Liangcheng,,31.298906,121.47155,95,33,37,28,5,7,15,14,1014,94,3,20150318090000
42,Jingan,,31.224251,121.429637,129,47,54,24,7,14,16,15,1005,94,3,20150318090000
43,Shanghai Normal University,,31.163531,121.416643,87,29,43,26,6,13,17,17,1003,100,1,20150318090000
44,Chuansha,,31.188626,121.707342,82,30,30,22,4,6,16,15,1005,94,3,20150318090000
45,Zhangjiang,,31.204896,121.581215,93,33,40,25,7,7,16,15,1005,94,3,20150318090000
46,Lingshan Road,,31.226286,121.537317,65,19,37,12,4,7,13,13,1014,100,4,20150318090000
1080,City average,,31.228451,121.478227,58,17,30,16,4,6,13,13,1014,100,4,20150318090000
47,Shanghai,,31.202842,121.453493,117,58,26,13,6,8,23,16,1007,65,4,20150318090000
48,Guangzhou,,23.138517,113.263701,78,28,5,24,4,4,23,21,1010,88,4,20150318090000
49,"Huadu town, Guangzhou",,23.389121,113.220062,112,43,15,27,7,4,22,21,1012,94,2,20150318090000
50,"Luogang Zhenlong, Guangzhou",,23.308027,113.567032,122,59,10,17,7,7,22,21,1009,94,2,20150318090000
51,"LuHu, Guangzhou",,23.151743,113.281842,74,32,13,21,6,6,21,20,1010,94,1,20150318090000
52,"Tianhu, Guangzhou",,23.647433,113.629715,157,58,40,20,5,5,22,21,1012,94,2,20150318090000
53,"Zhudong, Guangzhou",,23.418406,113.078552,152,61,14,27,16,6,-,-,0,-,-,20150318090000
54,"Modiesha station, Guangzhou",,23.103814,113.338238,80,45,5,29,18,10,22,21,1012,94,3,20150318090000
55,Zhuhai,,22.2677,113.581765,78,53,23,17,1,7,18,17,1012,94,6,20150318090000
1075,"Huicai technical school, Foshan",,23.039667,113.105492,72,25,18,22,4,6,24,21,1014,83,4,20150318090000
56,"Sanshuiyun donghai, Foshan",,23.185788,112.865368,85,26,17,22,9,7,-,-,0,-,-,20150318090000
57,"Nanhai Bureau of Meteorology, Foshan",,23.046836,113.145764,85,28,26,23,7,8,-,-,0,-,-,20150318090000
58,"Sanshui Monitoring Station, Foshan",,23.163551,112.890843,85,30,18,20,7,10,-,-,0,-,-,20150318090000
1398,"Jinjuzui, Foshan",,22.816916,113.266974,65,31,12,4,3,9,22,21,1012,94,2,20150318090000
1399,"Ronggui street committee, Foshan",,22.760073,113.262301,85,28,10,16,8,8,22,21,1013,94,2,20150318090000
1087,Foshan,,23.018995,113.126899,76,47,20,22,4,4,25,21,1009,78,4,20150318090000
59,"Ronggui street committee, Shunde",,22.762729,113.258356,155,73,28,31,14,11,9,1,1025,58,3,20150318090000
60,Shunde,,22.80246,113.298701,59,34,27,6,4,6,24,21,1012,83,4,20150318090000
61,"Donghu, Jiangmen",,22.590411,113.087351,59,27,20,9,5,-,-,-,0,-,-,20150318090000
62,"Taoyuan Atmosphere Premier Station, Jiangmen",,22.72489,112.93404,85,38,6,7,4,6,-,-,0,-,-,20150318090000
63,Jiangmen,,22.576047,113.087351,68,23,17,11,4,2,21,20,1009,94,5,20150318090000
64,"Kengkouzi station, Zhaoqing",,23.158865,112.570287,154,57,18,19,17,8,22,21,1012,94,1,20150318090000
65,"Mugangzi station, Zhaoqing",,23.067961,112.431934,114,57,14,15,7,8,22,21,1013,94,1,20150318090000
67,Zhaoqing,,23.044571,112.470346,70,30,26,4,40,6,22,21,1009,94,2,20150318090000
68,"Jinguo Bay, Huizhou",,22.937223,114.385567,85,34,28,4,3,5,-,-,0,-,-,20150318090000
1091,"Xiabu, Huizhou",,23.077493,114.410275,59,24,26,5,2,5,-,-,0,-,-,20150318090000
69,"Xijiao, Huizhou",,23.338178,114.112867,59,27,13,5,3,4,22,20,1012,88,1,20150318090000
70,"Jiangbei, Huizhou",,23.111706,114.415274,76,32,27,13,1,7,23,20,1013,83,4,20150318090000
71,"Huiyang chuanhu, Huizhou",,22.814485,114.329292,89,54,27,6,3,7,-,-,0,-,-,20150318090000
72,"Daya bay management committee, Huizhou",,22.739283,114.53631,82,41,31,8,8,4,-,-,0,-,-,20150318090000
73,Huizhou,,23.109349,114.421164,68,26,29,5,3,5,23,20,1010,83,3,20150318090000
74,"Guancheng No.2 water plant, Dongguan",,23.057294,113.753254,93,48,21,18,12,10,-,-,0,-,-,20150318090000
75,"Dongcheng Shijing, Dongguan",,23.010039,113.799529,117,58,20,15,4,8,22,20,1013,88,3,20150318090000
76,"Nancheng Xiping, Dongguan",,22.963051,113.743494,107,41,26,18,7,7,23,20,1012,83,2,20150318090000
77,"Nancheng Yuanling, Dongguan",,23.025058,113.751308,104,54,24,19,4,6,23,20,1012,83,3,20150318090000
78,Dongguan,,23.017813,113.756958,104,34,27,21,5,6,23,20,1009,83,4,20150318090000
79,"Zimaling, Zhongshan",,22.505112,113.407183,74,35,14,6,3,6,-,-,0,-,-,20150318090000
80,"Yangtze River tourist area, Zhongshan",,22.48589,113.439054,38,22,21,2,3,7,20,20,1013,100,2,20150318090000
81,"Huabai Park, Zhongshan",,22.51839,113.374362,46,21,13,6,8,6,-,-,0,-,-,20150318090000
82,Zhongshan,,22.513997,113.398277,80,32,18,7,3,7,21,21,1011,100,1,20150318090000
83,"No.8 middle school, Shaoguan",,24.767777,113.583537,59,25,12,17,17,13,-,-,0,-,-,20150318090000
83,"No.8 middle school, Shaoguan",,24.767777,113.583537,59,25,12,17,17,13,-,-,0,-,-,20150318090000
84,"Forest area, Shaoguan",,24.796106,113.612131,65,30,11,5,7,15,23,19,1011,75,4,20150318090000
84,"Forest area, Shaoguan",,24.796107,113.612131,65,30,11,5,7,15,23,19,1011,75,4,20150318090000
86,"Shaoguan University, Shaoguan",,24.790864,113.646599,99,35,17,8,5,13,-,-,0,-,-,20150318090000
86,"Shaoguan University, Shaoguan",,24.790864,113.646598,99,35,17,8,5,13,-,-,0,-,-,20150318090000
88,"Qujiang Monitoring Station, Shaoguan",,24.683042,113.60157,68,25,15,14,8,7,22,20,1010,82,3,20150318090000
88,"Qujiang Monitoring Station, Shaoguan",,24.683042,113.60157,68,25,15,14,8,7,22,20,1010,82,3,20150318090000
89,Shaoguan,,24.807342,113.602712,59,30,17,13,15,11,22,20,1010,82,3,20150318090000
90,"Chaonanzi Station, Shantou",,23.251174,116.406606,117,56,30,10,8,5,19,19,1011,100,1,20150318090000
90,"Chaonanzi Station, Shantou",,23.251213,116.406762,117,56,30,10,8,5,19,19,1011,100,1,20150318090000
91,Shantou,,23.350642,116.686306,104,62,34,17,7,9,19,19,1012,100,0,20150318090000
92,"City Environmental Monitoring Station, Zhanjiang",,21.220431,110.397317,38,30,10,1,4,5,-,-,0,-,-,20150318090000
93,"EPB Dormitory, Zhanjiang",,21.197376,110.406487,53,23,18,5,4,7,-,-,0,-,-,20150318090000
94,"Xiashan Swimming Park, Zhanjiang",,21.200431,110.415655,63,22,31,3,1,6,22,22,1009,97,3,20150318090000
95,"Zhanjiang Theatre, Zhanjiang",,21.268177,110.366445,59,31,29,5,4,11,23,22,1008,88,3,20150318090000
96,"Mazhang EPA, Zhanjiang",,21.265486,110.335993,63,20,14,2,4,4,-,-,0,-,-,20150318090000
97,"Potou District EPB, Zhanjiang",,21.247604,110.454508,57,17,43,3,2,8,22,22,1009,97,3,20150318090000
98,Zhanjiang,,21.26832,110.363883,59,29,29,4,4,11,23,21,1007,89,3,20150318090000
99,"Maogang sub-office EPB, Maoming",,21.466435,111.033462,42,29,27,1,2,5,22,21,0,92,6,20150318090000
100,"Petrochemical No. 7 elementaty school, Maoming",,21.648905,110.937861,68,25,25,1,2,5,-,-,0,-,-,20150318090000
101,"Jiankang road, Maoming",,21.662211,110.909482,50,17,23,1,3,6,22,21,0,92,6,20150318090000
102,"Gaoling, Maoming",,21.690558,110.871146,21,20,21,2,4,5,21,21,0,94,4,20150318090000
1094,Maoming,,21.660223,110.929968,38,22,23,1,3,5,21,21,0,94,4,20150318090000
103,"Jiaying University, Meizhou",,24.325415,116.12816,153,66,21,12,4,14,-,-,0,-,-,20150318090000
104,"Mexian new town, Meizhou",,24.269283,116.084546,152,64,19,9,5,12,19,19,1016,100,2,20150318090000
105,"Environmental Monitoring Center, Meizhou",,24.262778,116.129621,157,61,23,13,5,13,-,-,0,-,-,20150318090000
1095,Meizhou,,24.285988,116.127065,158,70,30,20,6,10,19,19,1011,100,1,20150318090000
106,"City EPA, Shanwei",,22.772349,115.370227,72,34,28,3,4,7,22,21,1012,92,1,20150318090000
107,"City government, Shanwei",,22.787161,115.375536,72,20,32,3,5,6,-,-,0,-,-,20150318090000
108,"Xincheng Middle School, Shanwei",,22.789851,115.367124,80,40,27,4,4,5,-,-,0,-,-,20150318090000
1099,Shanwei,,22.783576,115.38022,97,38,28,14,5,5,21,20,1011,94,1,20150318090000
109,"No.3 elementary school, Heyuan",,23.75435,114.703514,107,35,19,6,7,14,-,-,0,-,-,20150318090000
109,"No.3 elementary school, Heyuan",,23.755946,114.699091,107,35,19,6,7,14,-,-,0,-,-,20150318090000
111,"City water company, Heyuan",,23.688709,114.954652,112,34,23,11,8,11,-,-,0,-,-,20150318090000
111,"City water company, Heyuan",,23.754246,114.682459,112,34,23,11,8,11,-,-,0,-,-,20150318090000
113,"Heyuan high school, Heyuan",,23.720666,114.693879,122,39,23,12,13,10,-,-,0,-,-,20150318090000
113,"Heyuan high school, Heyuan",,23.720037,114.699563,122,39,23,12,13,10,-,-,0,-,-,20150318090000
1400,"Dongpu, Heyuan",,23.755936,114.699091,119,51,12,10,9,9,-,-,0,-,-,20150318090000
1401,"Old Town, Heyuan",,23.720636,114.693879,104,38,6,10,11,11,-,-,0,-,-,20150318090000
115,Heyuan,,23.740888,114.705147,89,34,23,13,3,6,22,20,1011,84,3,20150318090000
116,"Yuanyang Lake, Yangjiang",,21.855869,111.983676,61,22,32,2,1,4,22,22,1011,99,5,20150318090000
1100,Yangjiang,,21.855227,111.987308,59,24,29,1,1,4,22,22,1009,98,3,20150318090000
118,"Town governement, Qingyuan",,23.708005,113.026215,149,56,4,21,4,20,-,-,0,-,-,20150318090000
119,"Fupin district, Qingyuan",,23.624781,113.067713,87,46,15,19,13,5,22,21,1009,94,2,20150318090000
119,"Fupin district, Qingyuan",,24.185415,113.419369,87,46,15,19,13,5,22,21,1009,94,2,20150318090000
121,"Environment protection office, Qingyuan",,23.691109,113.047948,114,51,6,17,7,13,-,-,0,-,-,20150318090000
121,"Environment protection office, Qingyuan",,23.685931,113.053239,114,51,6,17,7,13,-,-,0,-,-,20150318090000
1402,"High-tech zone, Qingyuan",,23.624759,113.067691,93,38,5,17,12,15,-,-,0,-,-,20150318090000
123,"Fengcheng Subdistrict, Qingyuan",,23.695447,113.068189,139,57,4,17,4,22,22,21,1012,94,2,20150318090000
124,Qingyuan,,23.679304,113.061513,107,57,15,57,17,13,23,21,1009,88,4,20150318090000
125,"Xiyuan Road, Chaozhou",,23.668654,116.638272,173,105,162,12,3,14,-,-,0,-,-,20150318090000
126,"Archives Bureau, Chaozhou",,23.667881,116.649104,124,60,117,16,3,12,19,19,1015,100,2,20150318090000
127,"Municipal Corporation, Chaozhou",,23.65035,116.621859,173,104,89,15,1,12,19,19,1016,100,2,20150318090000
1101,Chaozhou,,23.654204,116.626969,167,94,51,20,6,20,20,20,1012,100,1,20150318090000
128,"Donghu Park, Jieyang",,23.532877,116.374427,68,43,39,9,6,9,-,-,0,-,-,20150318090000
129,"Yuhu Middle School, Jieyang",,23.52682,116.414123,171,76,36,20,15,14,19,19,1012,100,0,20150318090000
130,"Experimental Primary School, Jieyang",,23.571473,116.364137,63,69,38,13,8,10,-,-,0,-,-,20150318090000
1102,Jieyang,,23.547596,116.37754,165,92,34,20,17,13,19,19,1012,100,0,20150318090000
131,"City Environmental Monitoring Station, Yunfu",,22.936779,112.042248,57,23,12,5,3,14,-,-,0,-,-,20150318090000
132,"The new city government headquarters, Yunfu",,22.914275,112.044475,65,33,18,6,3,9,-,-,0,-,-,20150318090000
133,"Muyang police sub-station, Yunfu",,22.951267,112.05923,-,-,-,-,-,-,-,-,0,-,-,20150318090000
1103,Yunfu,,22.912436,112.049811,65,26,19,6,3,8,22,20,1009,88,1,20150318090000
134,Yantian,,22.587949,114.266899,85,36,32,26,29,11,23,20,1013,83,4,20150318090000
135,Kwai Chung,,22.572837,113.867166,119,41,26,9,3,13,22,20,1012,88,1,20150318090000
135,Kwai Chung,,22.354168,114.134558,119,41,26,9,3,13,22,20,1012,88,1,20150318090000
137,Nanyou,,22.513802,113.928051,93,40,24,19,2,6,23,20,1009,83,4,20150318090000
138,Meisha,,22.59611,114.318345,93,37,32,1,3,6,-,-,0,-,-,20150318090000
139,Xi xiang,,22.717524,114.252304,78,32,23,12,3,9,22,20,1013,88,3,20150318090000
140,Liyuan,,22.54732,114.101205,87,32,21,6,3,8,-,-,0,-,-,20150318090000
1072,Kwai Chung,,22.354168,114.134558,-,-,-,-,-,-,-,-,0,-,-,20150318090000
1072,Kwai Chung,,22.627947,114.428875,-,-,-,-,-,-,-,-,0,-,-,20150318090000
141,OCT,,22.539549,113.992458,82,25,11,10,5,8,23,20,1013,83,4,20150318090000
142,Honghu,,22.559647,114.121976,102,34,26,12,1,4,-,-,0,-,-,20150318090000
143,Mission Hills,,22.694131,114.050496,122,48,20,13,5,9,23,20,1013,83,4,20150318090000
144,Shenzhen,,22.540382,114.062982,109,49,33,22,6,12,23,20,1011,83,3,20150318090000
145,Chengdu,,30.622581,104.069564,153,66,118,20,6,10,17,13,1008,77,1,20150318090000
146,"Jinquan lianghe, Chengdu",,30.710359,103.974209,161,85,69,25,6,9,14,12,1009,88,1,20150318090000
147,"Shilidian, Chengdu",,30.684718,104.17845,158,77,35,25,5,14,14,12,1009,88,1,20150318090000
148,"Sanwayao, Chengdu",,30.568159,104.081524,168,77,36,16,8,10,15,12,1008,82,3,20150318090000
149,"Shahepu, Chengdu",,30.633685,104.120536,155,69,196,25,5,10,14,12,1009,88,1,20150318090000
150,"Liang Lane, Chengdu",,30.682601,104.076522,162,73,43,26,5,8,14,12,1009,88,1,20150318090000
151,"Caotang Temple, Chengdu",,30.651891,104.0284,156,77,44,22,4,8,15,12,1008,82,3,20150318090000
152,"Lingyansi, Chengdu",,31.025729,103.615022,95,46,40,10,12,7,14,12,1009,88,1,20150318090000
153,"Fuleshan, Mianyang",,31.472493,104.7806,142,57,32,17,6,8,-,-,0,-,-,20150318090000
154,"High-tech Zone Water Company, Mianyang",,31.463309,104.674293,144,50,17,11,7,7,15,11,1007,73,1,20150318090000
155,"No.3 water company, Mianyang",,31.505002,104.731054,151,75,16,22,6,6,15,11,1007,73,1,20150318090000
156,Mianyang,,31.465174,104.681731,129,55,59,11,7,10,21,12,1005,45,3,20150318090000
157,"Dongshan Park, Deyang",,31.118648,104.424587,151,67,41,15,10,9,-,-,0,-,-,20150318090000
158,"Xixiaoqu, Deyang",,31.131159,104.390972,163,81,25,17,14,17,-,-,0,-,-,20150318090000
159,"City Procuratorate, Deyang",,31.114554,104.407986,151,81,20,17,13,12,15,12,1008,82,3,20150318090000
160,"Refractory Factory, Deyang",,31.108606,104.356506,153,75,28,18,10,5,-,-,0,-,-,20150318090000
161,Deyang,,31.124715,104.400703,129,100,84,17,7,18,18,14,1008,77,2,20150318090000
162,"Nongnongping, Panzhihua",,26.566698,101.695438,72,52,32,16,15,27,-,-,0,-,-,20150318090000
163,"Hemenkou, Panzhihua",,26.589072,101.578312,57,27,64,3,12,4,18,0,0,19,1,20150318090000
164,"Bingcaogang, Panzhihua",,26.58143,101.718473,68,30,49,12,29,24,-,-,0,-,-,20150318090000
165,"Renhe, Panzhihua",,26.498166,101.746887,78,48,66,16,4,8,-,-,0,-,-,20150318090000
166,"Jinjina, Panzhihua",,26.553226,101.84862,91,61,11,24,23,15,19,-2,0,15,4,20150318090000
167,Panzhihua,,26.578779,101.720211,97,79,48,28,59,28,15,2,0,30,1,20150318090000
168,"Shima Middle School, Yibin",,28.815979,104.599199,159,88,39,21,26,11,20,15,1006,67,0,20150318090000
169,"Municipal party committee, Yibin",,28.762654,104.624834,155,55,22,6,8,14,16,15,1008,89,1,20150318090000
170,"No. 4 middle school, Yibin",,28.783257,104.608407,164,81,29,7,5,7,-,-,0,-,-,20150318090000
171,"City government, Yibin",,28.760477,104.644079,164,64,47,6,5,14,16,15,1008,89,1,20150318090000
172,"Huangjinzui, Yibin",,28.712319,104.578389,151,68,37,8,6,9,-,-,0,-,-,20150318090000
173,"Shaping Middle School, Yibin",,28.795569,104.681393,155,62,41,9,8,9,-,-,0,-,-,20150318090000
174,Yibin,,28.748384,104.645766,167,85,143,28,25,17,20,15,1006,67,0,20150318090000
175,"Datang Hill, Zigong",,29.359969,104.757388,163,114,36,15,3,25,-,-,0,-,-,20150318090000
176,"Yanma Road, Zigong",,29.355752,104.724036,214,87,12,9,9,9,17,14,0,83,2,20150318090000
177,"Tanmulin Street, Zigong",,29.353555,104.777397,179,104,35,10,9,13,-,-,0,-,-,20150318090000
178,"Chunhua Road, Zigong",,29.33825,104.771895,160,56,30,6,11,9,-,-,0,-,-,20150318090000
179,Zigong,,29.33617,104.781138,178,120,42,16,53,26,16,15,0,92,2,20150318090000
180,"Jiushi Hill, Luzhou",,28.955347,105.434207,175,88,117,2,6,15,17,16,0,88,3,20150318090000
181,"Xiaoshishang Port, Luzhou",,28.899583,105.447192,160,75,51,2,7,11,-,-,0,-,-,20150318090000
182,"Lantianxian Bridge, Luzhou",,28.852766,105.4358,181,106,29,8,2,7,17,16,0,88,3,20150318090000
183,"City Environment Monitoring Station, Luzhou",,28.895898,105.435802,218,67,44,12,6,5,-,-,0,-,-,20150318090000
184,Luzhou,,28.868782,105.445938,179,140,123,30,23,16,17,16,0,90,1,20150318090000
185,"City Committee, Nanchong",,30.799993,106.082906,152,62,20,6,3,7,-,-,0,-,-,20150318090000
186,"Refinery Factory, Nanchong",,30.819412,106.10712,152,69,10,5,3,12,17,14,1005,76,0,20150318090000
256,"Flour Mill, Chaoyang",,41.567024,120.430447,89,59,25,23,96,30,-,-,0,-,-,20150318090000
187,"Gaoping District Monitoring Station, Nanchong",,30.783291,106.110417,139,62,12,8,2,14,17,14,1005,76,0,20150318090000
188,"Jialing District EPB, Nanchong",,30.761255,106.06818,144,56,17,12,12,21,-,-,0,-,-,20150318090000
189,"City Environmental Monitoring Station, Nanchong",,30.836519,106.11272,151,69,14,2,4,7,-,-,0,-,-,20150318090000
190,Nanchong,,30.835511,106.114717,166,78,20,12,33,26,18,15,1007,78,1,20150318090000
1249,"City Monitoring Station, Neijiang",,29.592673,105.036234,161,64,41,2,11,6,-,-,0,-,-,20150318090000
